id,image_name,type,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
0,1712_jpg.rf.0743ae3c31b80b8e2b77d6378ac7eb2e.jpg,pituitary,0.57381615625,0.2980501390625,0.490250696875,0.3454039,0.46239554375,0.37604456875,0.459610028125,0.40668523749999996,0.49303621093750005,0.43454039062499994,0.5571030640625,0.4373259046875,0.601671309375,0.4094707515625,0.6573816156250001,0.4122562671875,0.6908078,0.3871866296875,0.6963788296875,0.3537604453125,0.6657381609375,0.31476323125,0.57381615625,0.2980501390625,0,0,0,0
1,275_jpg.rf.c213698b8631ce7feca1ef59e4bc17f9.jpg,meningioma,0.33983286874999996,0.7520891359374999,0.32869080781250004,0.830083565625,0.3788300828125,0.8662952640625001,0.44568245156249997,0.8635097500000001,0.47632312031249996,0.8384401109375,0.490250696875,0.7799442890625,0.44568245156249997,0.7353760453125,0.3927576609375,0.7242339828125,0.3537604453125,0.7353760453125,0.33983286874999996,0.7520891359374999,0,0,0,0,0,0,0,0
2,2016_jpg.rf.00c5e250ee508ed93da92f93c7485261.jpg,glioma,0.51810585,0.601671309375,0.4568245125,0.6155988859375,0.4206128140625,0.5264623953124999,0.3844011140625,0.515320334375,0.2701949859375,0.53760445625,0.250696378125,0.568245125,0.25348189374999996,0.6100278546875,0.2841225625,0.6406685234375,0.4122562671875,0.7242339828125,0.520891365625,0.774373259375,0.5431754875,0.6963788296875,0.57381615625,0.662952646875,0.5654596093750001,0.6155988859375,0.5459610031250001,0.601671309375
3,288_jpg.rf.5f663fa881e2f3e0a9f437c13f6b765d.jpg,meningioma,0,0.59434100625,0.0389972140625,0.651810584375,0.0974930359375,0.662952646875,0.1253481890625,0.651810584375,0.1587743734375,0.6100278546875,0.1587743734375,0.5320334265625,0.1225626734375,0.4707520890625,0.0947075203125,0.4568245125,0.052924790624999996,0.45403899687499993,0.027855153124999997,0.46239554375,0.00557103125,0.48746518125,0,0.5121368890625,0,0.59434100625,0,0
4,2011_jpg.rf.bae1c260ca6fbf9265684a054bf1ebc9.jpg,glioma,0.398328690625,0.2701949859375,0.3788300828125,0.24791086406249999,0.3509749296875,0.2451253484375,0.3342618390625,0.2646239546875,0.21727019531249997,0.31476323125,0.1922005578125,0.373259053125,0.20334261874999998,0.43454039062499994,0.25348189374999996,0.43454039062499994,0.286908078125,0.4094707515625,0.3091922,0.373259053125,0.3704735375,0.3621169921875,0.40668523749999996,0.33983286874999996,0.4094707515625,0.3036211703125,0.398328690625,0.2701949859375
5,3012_jpg.rf.95c8da5bc2473a2d06c538376189bdab.jpg,glioma,0.3454039,0.2980501390625,0.34261838437500003,0.3314763234375,0.3509749296875,0.337047353125,0.373259053125,0.3231197765625,0.40389972187499995,0.3565459609375,0.5125348187500001,0.3342618390625,0.515320334375,0.25348189374999996,0.49860724218749997,0.250696378125,0.36490250625,0.2646239546875,0.3454039,0.2980501390625,0,0,0,0,0,0,0,0
6,1961_jpg.rf.bd7f4d559b2900e82bb397fa04c1b85f.jpg,glioma,0.22841225625,0.2701949859375,0.21169916406249997,0.2451253484375,0.16155988906250002,0.2395543171875,0.1337047359375,0.261838440625,0.1253481890625,0.2952646234375,0.1922005578125,0.3231197765625,0.2451253484375,0.281337046875,0.292479109375,0.28969359375,0.292479109375,0.22562674062500002,0.2757660171875,0.22284122499999998,0.22841225625,0.2701949859375,0,0,0,0,0,0
7,202_jpg.rf.c5f42bf4fa457b2316961e1fb50b3769.jpg,meningioma,0.35933147656250003,0.48746518125,0.292479109375,0.51810585,0.27298050156250003,0.568245125,0.27298050156250003,0.604456825,0.31476323125,0.6462395546875,0.3704735375,0.6573816156250001,0.4122562671875,0.63509749375,0.45125348125000003,0.5933147625,0.4568245125,0.5348189421875,0.4484679671875,0.5041782734375,0.44754464374999997,0.49524970156250003,0.35933147656250003,0.48746518125,0,0,0,0
8,2460_jpg.rf.3a5f459d8696523ee4bfed45497ef29e.jpg,glioma,0.3036211703125,0.5236768796875,0.3064066859375,0.5348189421875,0.33983286874999996,0.5459610031250001,0.33983286874999996,0.5877437328124999,0.286908078125,0.5933147625,0.2785515328125,0.6211699171875,0.3844011140625,0.7214484671875,0.479108634375,0.7715877437499999,0.5125348187500001,0.7548746515625,0.5459610031250001,0.7047353765625,0.5793871859374999,0.6908078,0.568245125,0.6406685234375,0.5348189421875,0.59888579375,0.53760445625,0.576601671875
9,1107_jpg.rf.9141971a8db5834238ad21e8b9d89183.jpg,pituitary,0.5292479109375,0.515320334375,0.5069637890625,0.5571030640625,0.509749303125,0.57381615625,0.5459610031250001,0.571030640625,0.57381615625,0.54874651875,0.5877437328124999,0.520891365625,0.5877437328124999,0.4178272984375,0.5515320328125,0.4094707515625,0.51810585,0.43175487500000004,0.5292479109375,0.515320334375,0,0,0,0,0,0,0,0
